ACCOUNT_ID,BALANCE,BANK
327,71237,Czech export bank
3026,70542,Czech export bank
2034,67535,Czech export bank
1363,66122,Czech export bank
5698,62516,Czech export bank
268,61853,Czech export bank
5269,60669,Czech export bank
2798,60029,Czech export bank
2443,59942,Czech export bank
3360,59569,Czech export bank
797,59441,Czech export bank
373,58509,Czech export bank
330,56421,Czech export bank
1280,55441,Czech export bank
2433,54109,Czech export bank
3143,53673,Czech export bank
6,51879,Czech export bank
9188,51293,Czech export bank
8639,50092,Czech export bank
425,49771,Czech export bank
798,49660,Czech export bank
2992,49398,Czech export bank
9208,49045,Czech export bank
1072,48536,Czech export bank
3887,47829,Czech export bank
1370,46485,Czech export bank
1728,46394,Czech export bank
2402,45992,Czech export bank
2646,45807,Czech export bank
2401,45780,Czech export bank
1650,45589,Czech export bank
1447,45192,Czech export bank
1520,44901,Czech export bank
4033,44072,Czech export bank
6495,43708,Czech export bank
2535,42466,Czech export bank
2174,42094,Czech export bank
1134,40586,Czech export bank
3959,40231,Czech export bank
2809,39281,Czech export bank
2357,38943,Czech export bank
7418,36882,Czech export bank
1107,36555,Czech export bank
3266,36368,Czech export bank
703,35145,Czech export bank
934,34624,Czech export bank
3648,34603,Czech export bank
822,34148,Czech export bank
2595,34040,Czech export bank
3541,33049,Czech export bank
742,32853,Czech export bank
2491,31004,Czech export bank
19,30905,Czech export bank
943,30490,Czech export bank
2814,30242,Czech export bank
923,30033,Czech export bank
3365,29270,Czech export bank
2453,29206,Czech export bank
3854,29005,Czech export bank
3142,28586,Czech export bank
3458,28577,Czech export bank
3960,28528,Czech export bank
926,28058,Czech export bank
3194,28026,Czech export bank
136,27980,Czech export bank
79,27474,Czech export bank
44,26939,Czech export bank
3173,26604,Czech export bank
3731,26063,Czech export bank
1973,25866,Czech export bank
3031,25120,Czech export bank
301,24988,Czech export bank
3268,24713,Czech export bank
423,24060,Czech export bank
939,23645,Czech export bank
3561,23270,Czech export bank
3857,23131,Czech export bank
3004,23028,Czech export bank
2469,22982,Czech export bank
1921,22785,Czech export bank
1038,22494,Czech export bank
2341,21180,Czech export bank
129,21132,Czech export bank
3941,20784,Czech export bank
3549,19990,Czech export bank
3910,19893,Czech export bank
906,19848,Czech export bank
3911,19366,Czech export bank
2133,19315,Czech export bank
383,18876,Czech export bank
3671,18247,Czech export bank
490,17275,Czech export bank
398,16454,Czech export bank
3922,15858,Czech export bank
1005,150458,Fio bank
960,137223,Fio bank
3634,125419,Fio bank
3496,123415,Fio bank
4253,121024,Fio bank
2699,120882,Fio bank
7857,119871,Fio bank
651,118209,Fio bank
1093,107506,Fio bank
3654,106730,Fio bank
9491,105676,Fio bank
2211,105224,Fio bank
1725,104150,Fio bank
1417,104054,Fio bank
3107,103276,Fio bank
6472,102573,Fio bank
160,102084,Fio bank
3675,100566,Fio bank
1328,92220,Fio bank
3552,88800,Fio bank
6062,88135,Fio bank
3311,88104,Fio bank
11382,87362,Fio bank
8784,81318,Fio bank
3864,80643,Fio bank
2987,77546,Fio bank
3237,76080,Fio bank
9646,75204,Fio bank
3241,74339,Fio bank
1924,69624,Fio bank
1536,69419,Fio bank
8320,69411,Fio bank
3008,68318,Fio bank
807,67276,Fio bank
530,65446,Fio bank
2328,64872,Fio bank
141,64721,Fio bank
1128,64318,Fio bank
2705,63100,Fio bank
248,62902,Fio bank
273,62747,Fio bank
1098,62585,Fio bank
165,62489,Fio bank
899,61612,Fio bank
813,61338,Fio bank
2950,59116,Fio bank
1442,57929,Fio bank
3872,57254,Fio bank
3600,57195,Fio bank
1391,56238,Fio bank
10652,56053,Fio bank
3272,55202,Fio bank
850,54619,Fio bank
3842,52975,Fio bank
1578,52045,Fio bank
2974,50988,Fio bank
1577,50428,Fio bank
3926,50079,Fio bank
107,49653,Fio bank
2902,49444,Fio bank
3491,48573,Fio bank
3812,48260,Fio bank
3555,47452,Fio bank
2673,46336,Fio bank
473,46124,Fio bank
1089,42304,Fio bank
2432,41170,Fio bank
749,38942,Fio bank
3357,38765,Fio bank
3976,38556,Fio bank
1613,38346,Fio bank
3251,37856,Fio bank
3415,37560,Fio bank
2380,36487,Fio bank
1688,36243,Fio bank
3719,35954,Fio bank
910,35577,Fio bank
2606,34456,Fio bank
1312,33524,Fio bank
937,33466,Fio bank
335,32766,Fio bank
3661,32721,Fio bank
3692,32026,Fio bank
3684,30893,Fio bank
2406,30701,Fio bank
2316,30547,Fio bank
3547,30101,Fio bank
1574,29805,Fio bank
199,29612,Fio bank
2502,29150,Fio bank
629,27803,Fio bank
745,27284,Fio bank
1631,26540,Fio bank
3394,26458,Fio bank
1936,26266,Fio bank
2297,26062,Fio bank
3652,24900,Fio bank
142,24852,Fio bank
3292,24796,Fio bank
1326,24200,Fio bank
224,24128,Fio bank
2567,23881,Fio bank
865,22881,Fio bank
3828,21977,Fio bank
1955,21913,Fio bank
682,21325,Fio bank
3178,21305,Fio bank
1137,21141,Fio bank
292,21131,Fio bank
515,20749,Fio bank
3245,20411,Fio bank
1697,20254,Fio bank
3870,20238,Fio bank
3729,19944,Fio bank
2019,19518,Fio bank
1082,19392,Fio bank
794,18806,Fio bank
1879,18014,Fio bank
3305,17675,Fio bank
2874,14655,Fio bank
441,165654,UniCredit Bank
2170,150448,UniCredit Bank
8260,148084,UniCredit Bank
191,126097,UniCredit Bank
4894,123767,UniCredit Bank
7594,111980,UniCredit Bank
1614,109425,UniCredit Bank
1204,107214,UniCredit Bank
2982,106564,UniCredit Bank
3875,105175,UniCredit Bank
3970,102736,UniCredit Bank
10445,101694,UniCredit Bank
2532,100652,UniCredit Bank
3364,96880,UniCredit Bank
776,90840,UniCredit Bank
3163,90238,UniCredit Bank
1252,86290,UniCredit Bank
2227,86262,UniCredit Bank
7156,82684,UniCredit Bank
196,81111,UniCredit Bank
1350,79641,UniCredit Bank
11359,78818,UniCredit Bank
2517,77959,UniCredit Bank
9673,75658,UniCredit Bank
1795,73463,UniCredit Bank
998,72657,UniCredit Bank
2996,71506,UniCredit Bank
5358,71499,UniCredit Bank
10022,70448,UniCredit Bank
3131,69502,UniCredit Bank
1913,69499,UniCredit Bank
878,68588,UniCredit Bank
4471,68391,UniCredit Bank
2839,64909,UniCredit Bank
1895,63939,UniCredit Bank
2588,60153,UniCredit Bank
2334,59867,UniCredit Bank
880,59637,UniCredit Bank
4415,59482,UniCredit Bank
2901,59385,UniCredit Bank
1249,59170,UniCredit Bank
3830,57484,UniCredit Bank
3631,56577,UniCredit Bank
1425,53374,UniCredit Bank
1450,53285,UniCredit Bank
2953,52737,UniCredit Bank
252,52630,UniCredit Bank
3833,52252,UniCredit Bank
355,50180,UniCredit Bank
1958,46921,UniCredit Bank
2243,46375,UniCredit Bank
2022,46283,UniCredit Bank
2047,45817,UniCredit Bank
209,45817,UniCredit Bank
3063,45236,UniCredit Bank
3145,45185,UniCredit Bank
1414,44693,UniCredit Bank
2063,44411,UniCredit Bank
103,43400,UniCredit Bank
2064,43112,UniCredit Bank
2806,42927,UniCredit Bank
9424,42485,UniCredit Bank
269,42460,UniCredit Bank
3718,42237,UniCredit Bank
529,40525,UniCredit Bank
3548,40406,UniCredit Bank
9199,39025,UniCredit Bank
1898,38939,UniCredit Bank
2422,36302,UniCredit Bank
1484,36014,UniCredit Bank
3056,34324,UniCredit Bank
599,33532,UniCredit Bank
3817,33276,UniCredit Bank
502,32957,UniCredit Bank
2212,32879,UniCredit Bank
2868,32440,UniCredit Bank
1858,31680,UniCredit Bank
1460,31495,UniCredit Bank
3457,31062,UniCredit Bank
2679,30210,UniCredit Bank
1616,30051,UniCredit Bank
1989,30023,UniCredit Bank
2523,29832,UniCredit Bank
3777,29316,UniCredit Bank
416,29241,UniCredit Bank
3284,28920,UniCredit Bank
2172,28669,UniCredit Bank
3030,28543,UniCredit Bank
3076,28249,UniCredit Bank
914,27453,UniCredit Bank
1503,27313,UniCredit Bank
88,26867,UniCredit Bank
3084,26526,UniCredit Bank
2252,25780,UniCredit Bank
2387,25618,UniCredit Bank
2011,25505,UniCredit Bank
1593,24846,UniCredit Bank
3442,24706,UniCredit Bank
2715,24317,UniCredit Bank
3080,24145,UniCredit Bank
1212,23945,UniCredit Bank
3610,23901,UniCredit Bank
528,23451,UniCredit Bank
3904,23058,UniCredit Bank
2658,22611,UniCredit Bank
1704,22530,UniCredit Bank
912,22288,UniCredit Bank
1529,21867,UniCredit Bank
161,21361,UniCredit Bank
174,21345,UniCredit Bank
1525,20298,UniCredit Bank
1859,20071,UniCredit Bank
3686,20059,UniCredit Bank
3964,19714,UniCredit Bank
214,17518,UniCredit Bank
3846,16878,UniCredit Bank
1687,16387,UniCredit Bank
2589,16079,UniCredit Bank
96,156580,Moneta Money Bank
1032,148027,Moneta Money Bank
339,141114,Moneta Money Bank
2572,134393,Moneta Money Bank
5574,131517,Moneta Money Bank
67,127579,Moneta Money Bank
8173,114841,Moneta Money Bank
7733,113559,Moneta Money Bank
3050,106743,Moneta Money Bank
2818,104390,Moneta Money Bank
9201,103177,Moneta Money Bank
6289,102392,Moneta Money Bank
2279,98410,Moneta Money Bank
8027,96614,Moneta Money Bank
3499,95185,Moneta Money Bank
1446,94305,Moneta Money Bank
186,88575,Moneta Money Bank
11231,86386,Moneta Money Bank
329,82586,Moneta Money Bank
844,80176,Moneta Money Bank
3233,80172,Moneta Money Bank
4858,80041,Moneta Money Bank
10789,79556,Moneta Money Bank
2697,77570,Moneta Money Bank
9828,77168,Moneta Money Bank
2552,76439,Moneta Money Bank
3091,75919,Moneta Money Bank
897,75441,Moneta Money Bank
10365,74572,Moneta Money Bank
487,72335,Moneta Money Bank
3289,72138,Moneta Money Bank
1012,71930,Moneta Money Bank
440,71884,Moneta Money Bank
1324,71451,Moneta Money Bank
5593,71296,Moneta Money Bank
11349,70983,Moneta Money Bank
589,70857,Moneta Money Bank
5650,68822,Moneta Money Bank
3390,68343,Moneta Money Bank
7184,67663,Moneta Money Bank
11054,66825,Moneta Money Bank
1886,66075,Moneta Money Bank
145,64154,Moneta Money Bank
9034,63528,Moneta Money Bank
3871,61655,Moneta Money Bank
8114,57096,Moneta Money Bank
3217,56023,Moneta Money Bank
4332,55228,Moneta Money Bank
2680,54732,Moneta Money Bank
1166,52879,Moneta Money Bank
2926,52654,Moneta Money Bank
7559,52414,Moneta Money Bank
1877,52309,Moneta Money Bank
2519,52304,Moneta Money Bank
2421,51836,Moneta Money Bank
2470,51199,Moneta Money Bank
3982,50229,Moneta Money Bank
2345,50214,Moneta Money Bank
3430,50142,Moneta Money Bank
3624,48497,Moneta Money Bank
365,48197,Moneta Money Bank
3329,48104,Moneta Money Bank
1620,46234,Moneta Money Bank
2801,46205,Moneta Money Bank
1889,45255,Moneta Money Bank
3759,44997,Moneta Money Bank
676,43426,Moneta Money Bank
1250,42996,Moneta Money Bank
1761,42804,Moneta Money Bank
1238,42586,Moneta Money Bank
1405,42244,Moneta Money Bank
3354,41280,Moneta Money Bank
744,40471,Moneta Money Bank
1814,40367,Moneta Money Bank
3463,39480,Moneta Money Bank
746,39212,Moneta Money Bank
2327,38723,Moneta Money Bank
2784,36904,Moneta Money Bank
1463,36872,Moneta Money Bank
2947,35569,Moneta Money Bank
3882,34527,Moneta Money Bank
1205,34401,Moneta Money Bank
454,33950,Moneta Money Bank
2545,33441,Moneta Money Bank
1827,32280,Moneta Money Bank
1731,31905,Moneta Money Bank
2468,31838,Moneta Money Bank
2618,30034,Moneta Money Bank
3285,29284,Moneta Money Bank
1081,28611,Moneta Money Bank
932,28447,Moneta Money Bank
2317,27851,Moneta Money Bank
3773,27720,Moneta Money Bank
3966,27634,Moneta Money Bank
2667,27600,Moneta Money Bank
1239,26786,Moneta Money Bank
591,26347,Moneta Money Bank
2459,25709,Moneta Money Bank
1381,25063,Moneta Money Bank
3433,24925,Moneta Money Bank
538,24794,Moneta Money Bank
1325,24521,Moneta Money Bank
2339,24306,Moneta Money Bank
3742,23318,Moneta Money Bank
10351,22308,Moneta Money Bank
3218,21718,Moneta Money Bank
1027,21597,Moneta Money Bank
2414,19980,Moneta Money Bank
413,19540,Moneta Money Bank
3176,18703,Moneta Money Bank
2672,18433,Moneta Money Bank
3985,17580,Moneta Money Bank
2448,17543,Moneta Money Bank
3703,16896,Moneta Money Bank
644,16743,Moneta Money Bank
3889,16474,Moneta Money Bank
98,16254,Moneta Money Bank
3290,123730,Trinity Bank
2867,109062,Trinity Bank
2726,108881,Trinity Bank
1862,106251,Trinity Bank
2080,105982,Trinity Bank
3444,104548,Trinity Bank
3906,98482,Trinity Bank
3035,97845,Trinity Bank
2062,97553,Trinity Bank
1392,94357,Trinity Bank
9422,92253,Trinity Bank
10644,92037,Trinity Bank
1203,91247,Trinity Bank
10711,89792,Trinity Bank
34,89749,Trinity Bank
4863,89529,Trinity Bank
2966,88818,Trinity Bank
10134,88299,Trinity Bank
3782,84651,Trinity Bank
3787,84097,Trinity Bank
660,82416,Trinity Bank
6434,81672,Trinity Bank
2845,79197,Trinity Bank
2853,76140,Trinity Bank
10905,72792,Trinity Bank
7765,70675,Trinity Bank
1104,67679,Trinity Bank
3049,66787,Trinity Bank
2632,63811,Trinity Bank
1903,62799,Trinity Bank
3767,62784,Trinity Bank
3730,61196,Trinity Bank
481,60763,Trinity Bank
1876,60507,Trinity Bank
7099,60228,Trinity Bank
617,58796,Trinity Bank
1108,58224,Trinity Bank
4725,56267,Trinity Bank
3940,53940,Trinity Bank
112,52752,Trinity Bank
5602,52671,Trinity Bank
5445,51116,Trinity Bank
3180,50872,Trinity Bank
1105,50161,Trinity Bank
2131,49789,Trinity Bank
3012,49299,Trinity Bank
1161,49283,Trinity Bank
898,48606,Trinity Bank
3373,47306,Trinity Bank
3811,46532,Trinity Bank
3544,46377,Trinity Bank
3157,45917,Trinity Bank
2610,45892,Trinity Bank
3860,45291,Trinity Bank
1618,45195,Trinity Bank
1265,45137,Trinity Bank
4467,44364,Trinity Bank
5912,43881,Trinity Bank
2293,43576,Trinity Bank
9263,43250,Trinity Bank
614,42081,Trinity Bank
3055,41328,Trinity Bank
1390,40941,Trinity Bank
640,38909,Trinity Bank
2746,38707,Trinity Bank
146,38660,Trinity Bank
3841,37216,Trinity Bank
2802,36178,Trinity Bank
3572,36111,Trinity Bank
2607,35738,Trinity Bank
1296,35638,Trinity Bank
474,35029,Trinity Bank
1925,34981,Trinity Bank
1465,34533,Trinity Bank
2027,33958,Trinity Bank
829,33669,Trinity Bank
1195,33620,Trinity Bank
3120,33058,Trinity Bank
2539,32967,Trinity Bank
827,31310,Trinity Bank
810,31042,Trinity Bank
2342,30875,Trinity Bank
1707,30802,Trinity Bank
3732,30579,Trinity Bank
2662,30278,Trinity Bank
2965,28784,Trinity Bank
3015,28619,Trinity Bank
7240,27366,Trinity Bank
615,27278,Trinity Bank
1013,26852,Trinity Bank
2203,26497,Trinity Bank
1321,26038,Trinity Bank
2524,25662,Trinity Bank
857,25470,Trinity Bank
4794,25440,Trinity Bank
3158,25432,Trinity Bank
2152,25057,Trinity Bank
1657,25056,Trinity Bank
2024,24457,Trinity Bank
1474,24215,Trinity Bank
323,23503,Trinity Bank
261,22486,Trinity Bank
1608,21757,Trinity Bank
1271,21542,Trinity Bank
1055,21520,Trinity Bank
842,21090,Trinity Bank
2832,20858,Trinity Bank
2703,20295,Trinity Bank
1573,19939,Trinity Bank
3213,19897,Trinity Bank
1765,19888,Trinity Bank
20,19623,Trinity Bank
3347,17348,Trinity Bank
713,16105,Trinity Bank
7859,146958,Raiffeisen bank
2384,131556,Raiffeisen bank
2086,131193,Raiffeisen bank
4999,124254,Raiffeisen bank
66,124127,Raiffeisen bank
2635,113376,Raiffeisen bank
51,104129,Raiffeisen bank
6922,100261,Raiffeisen bank
3505,98448,Raiffeisen bank
3337,95475,Raiffeisen bank
1009,89452,Raiffeisen bank
1136,87026,Raiffeisen bank
6473,86956,Raiffeisen bank
47,86875,Raiffeisen bank
3497,86247,Raiffeisen bank
2754,84012,Raiffeisen bank
3687,83613,Raiffeisen bank
1559,83247,Raiffeisen bank
2504,80356,Raiffeisen bank
5546,80352,Raiffeisen bank
2153,78588,Raiffeisen bank
3919,74956,Raiffeisen bank
7487,74342,Raiffeisen bank
1900,73216,Raiffeisen bank
346,70474,Raiffeisen bank
1220,69477,Raiffeisen bank
2237,68568,Raiffeisen bank
537,66877,Raiffeisen bank
6686,65853,Raiffeisen bank
1947,64753,Raiffeisen bank
4413,64150,Raiffeisen bank
303,63390,Raiffeisen bank
271,62743,Raiffeisen bank
7176,62315,Raiffeisen bank
2367,60962,Raiffeisen bank
1449,60346,Raiffeisen bank
7565,59986,Raiffeisen bank
1847,58950,Raiffeisen bank
480,56073,Raiffeisen bank
102,54660,Raiffeisen bank
3679,53904,Raiffeisen bank
3007,53370,Raiffeisen bank
8411,53236,Raiffeisen bank
11362,51806,Raiffeisen bank
3462,51197,Raiffeisen bank
2413,51021,Raiffeisen bank
1666,50699,Raiffeisen bank
11027,49602,Raiffeisen bank
4825,49292,Raiffeisen bank
3486,48869,Raiffeisen bank
5927,47942,Raiffeisen bank
1422,46671,Raiffeisen bank
1561,46266,Raiffeisen bank
654,45903,Raiffeisen bank
1912,45606,Raiffeisen bank
1841,45496,Raiffeisen bank
5385,44820,Raiffeisen bank
3880,44404,Raiffeisen bank
3996,43796,Raiffeisen bank
2002,42652,Raiffeisen bank
3494,42251,Raiffeisen bank
1246,42116,Raiffeisen bank
3286,41456,Raiffeisen bank
2160,40121,Raiffeisen bank
1741,39845,Raiffeisen bank
2531,38819,Raiffeisen bank
3599,36167,Raiffeisen bank
1690,36039,Raiffeisen bank
6425,35875,Raiffeisen bank
1990,33033,Raiffeisen bank
5,32036,Raiffeisen bank
2046,31907,Raiffeisen bank
3585,31626,Raiffeisen bank
2505,31560,Raiffeisen bank
3868,31078,Raiffeisen bank
3264,30756,Raiffeisen bank
3252,30366,Raiffeisen bank
3436,30302,Raiffeisen bank
113,30090,Raiffeisen bank
3769,29849,Raiffeisen bank
1078,29028,Raiffeisen bank
2584,28637,Raiffeisen bank
1846,28322,Raiffeisen bank
888,28220,Raiffeisen bank
382,28016,Raiffeisen bank
313,27975,Raiffeisen bank
3937,27912,Raiffeisen bank
1288,27790,Raiffeisen bank
783,27030,Raiffeisen bank
1658,26882,Raiffeisen bank
6453,26679,Raiffeisen bank
639,26592,Raiffeisen bank
2032,26151,Raiffeisen bank
1940,26055,Raiffeisen bank
328,25652,Raiffeisen bank
3040,24866,Raiffeisen bank
2148,24712,Raiffeisen bank
357,24645,Raiffeisen bank
1349,23886,Raiffeisen bank
2255,23340,Raiffeisen bank
3061,23149,Raiffeisen bank
3119,23070,Raiffeisen bank
669,21952,Raiffeisen bank
806,21941,Raiffeisen bank
2042,21500,Raiffeisen bank
972,21461,Raiffeisen bank
3062,21328,Raiffeisen bank
3025,20460,Raiffeisen bank
1316,19624,Raiffeisen bank
876,18259,Raiffeisen bank
246,18103,Raiffeisen bank
3677,15298,Raiffeisen bank
1347,15073,Raiffeisen bank
1749,130201,Air Bank
9833,125918,Air Bank
5648,124409,Air Bank
2471,121487,Air Bank
2126,121027,Air Bank
862,119641,Air Bank
4035,114183,Air Bank
544,110818,Air Bank
11013,109938,Air Bank
2001,107388,Air Bank
1910,104694,Air Bank
9493,102792,Air Bank
1160,95023,Air Bank
11328,92437,Air Bank
3325,92152,Air Bank
2224,88803,Air Bank
3839,86679,Air Bank
545,85723,Air Bank
3199,84871,Air Bank
65,84693,Air Bank
9225,84582,Air Bank
2494,84075,Air Bank
949,81900,Air Bank
2239,81224,Air Bank
1777,80799,Air Bank
6699,77515,Air Bank
461,76944,Air Bank
2544,76703,Air Bank
3770,76195,Air Bank
6358,75581,Air Bank
1035,74785,Air Bank
300,74460,Air Bank
1264,73523,Air Bank
4503,70536,Air Bank
5724,70506,Air Bank
366,69171,Air Bank
2137,68542,Air Bank
1394,67266,Air Bank
3995,64531,Air Bank
2863,61659,Air Bank
1331,60793,Air Bank
2278,60594,Air Bank
1512,60044,Air Bank
9037,58979,Air Bank
3894,56162,Air Bank
38,54727,Air Bank
2463,53997,Air Bank
7437,51814,Air Bank
2712,51119,Air Bank
1557,50578,Air Bank
1710,50243,Air Bank
3604,48952,Air Bank
2750,48087,Air Bank
3737,44798,Air Bank
2553,44012,Air Bank
163,43752,Air Bank
4981,43021,Air Bank
3540,42973,Air Bank
3339,42160,Air Bank
874,41885,Air Bank
3531,41636,Air Bank
8972,41182,Air Bank
576,40466,Air Bank
2177,40163,Air Bank
81,38746,Air Bank
3068,38231,Air Bank
531,36029,Air Bank
3169,35676,Air Bank
520,34253,Air Bank
2234,33524,Air Bank
1351,32946,Air Bank
279,32821,Air Bank
10915,32728,Air Bank
630,32321,Air Bank
2489,31996,Air Bank
3331,31550,Air Bank
1596,31135,Air Bank
3023,30389,Air Bank
3024,29521,Air Bank
1600,29363,Air Bank
2270,29288,Air Bank
1371,28667,Air Bank
536,28454,Air Bank
2591,28152,Air Bank
104,28085,Air Bank
1270,27868,Air Bank
889,27815,Air Bank
148,27098,Air Bank
2955,26967,Air Bank
986,26754,Air Bank
2820,26406,Air Bank
2846,26386,Air Bank
1086,26273,Air Bank
3878,26203,Air Bank
966,25390,Air Bank
1437,25316,Air Bank
1717,24372,Air Bank
1340,24371,Air Bank
1548,24310,Air Bank
3202,23548,Air Bank
3011,23208,Air Bank
342,22688,Air Bank
2562,22091,Air Bank
1354,21663,Air Bank
1206,21502,Air Bank
1747,21077,Air Bank
3033,20846,Air Bank
1960,20509,Air Bank
2349,20194,Air Bank
1738,15067,Air Bank
1132,144511,Bank Creditas
940,136560,Bank Creditas
397,129548,Bank Creditas
404,124186,Bank Creditas
1309,114386,Bank Creditas
68,112348,Bank Creditas
1718,112017,Bank Creditas
2889,107276,Bank Creditas
5481,106567,Bank Creditas
1978,105026,Bank Creditas
3300,103301,Bank Creditas
1000,102396,Bank Creditas
72,100578,Bank Creditas
1079,100197,Bank Creditas
2550,99971,Bank Creditas
4470,97782,Bank Creditas
1407,95243,Bank Creditas
2694,94861,Bank Creditas
665,94372,Bank Creditas
3130,93233,Bank Creditas
811,90781,Bank Creditas
3637,88705,Bank Creditas
2640,86410,Bank Creditas
3898,84905,Bank Creditas
3273,84078,Bank Creditas
1475,78303,Bank Creditas
10093,76582,Bank Creditas
7844,74911,Bank Creditas
3115,74449,Bank Creditas
2408,73847,Bank Creditas
353,73820,Bank Creditas
1797,72720,Bank Creditas
1730,72616,Bank Creditas
9179,72070,Bank Creditas
2541,71131,Bank Creditas
1515,70588,Bank Creditas
6738,67964,Bank Creditas
3238,67722,Bank Creditas
3270,66576,Bank Creditas
2306,63288,Bank Creditas
8713,62766,Bank Creditas
1444,61180,Bank Creditas
2441,60383,Bank Creditas
276,59177,Bank Creditas
2376,56627,Bank Creditas
286,56133,Bank Creditas
2753,55539,Bank Creditas
77,55448,Bank Creditas
2,54171,Bank Creditas
2319,54011,Bank Creditas
1929,53166,Bank Creditas
3593,52784,Bank Creditas
1743,51485,Bank Creditas
875,49510,Bank Creditas
1587,49447,Bank Creditas
690,49043,Bank Creditas
1844,47335,Bank Creditas
1901,45548,Bank Creditas
2140,45434,Bank Creditas
2721,44940,Bank Creditas
1822,43809,Bank Creditas
3179,42653,Bank Creditas
3912,42217,Bank Creditas
3918,41118,Bank Creditas
1597,40007,Bank Creditas
1602,39604,Bank Creditas
2538,36879,Bank Creditas
1469,36573,Bank Creditas
1262,35491,Bank Creditas
1215,35286,Bank Creditas
1784,35023,Bank Creditas
2230,34288,Bank Creditas
2374,34017,Bank Creditas
1792,33938,Bank Creditas
2663,33870,Bank Creditas
1189,31891,Bank Creditas
1852,31728,Bank Creditas
1429,31519,Bank Creditas
3435,31374,Bank Creditas
2344,31337,Bank Creditas
3148,29284,Bank Creditas
2485,28383,Bank Creditas
359,28349,Bank Creditas
1145,27637,Bank Creditas
35,27598,Bank Creditas
2931,27352,Bank Creditas
3452,27265,Bank Creditas
114,26528,Bank Creditas
2717,25206,Bank Creditas
2330,24633,Bank Creditas
959,24296,Bank Creditas
582,23982,Bank Creditas
1152,23218,Bank Creditas
3079,22845,Bank Creditas
3482,21415,Bank Creditas
2636,20283,Bank Creditas
1473,20122,Bank Creditas
852,19879,Bank Creditas
550,19856,Bank Creditas
3852,19605,Bank Creditas
2791,19562,Bank Creditas
636,18947,Bank Creditas
1615,18290,Bank Creditas
714,18102,Bank Creditas
3856,17739,Bank Creditas
215,17383,Bank Creditas
2442,17273,Bank Creditas
10973,122098,ADB BANK
5366,113277,ADB BANK
5952,107784,ADB BANK
8564,104312,ADB BANK
1527,93209,ADB BANK
1114,92927,ADB BANK
4240,92842,ADB BANK
2527,89088,ADB BANK
7011,87633,ADB BANK
7231,87034,ADB BANK
2458,86597,ADB BANK
5129,82654,ADB BANK
26,81993,ADB BANK
1147,80670,ADB BANK
4352,80396,ADB BANK
6930,80155,ADB BANK
2762,79840,ADB BANK
6034,78936,ADB BANK
5622,77646,ADB BANK
1896,77617,ADB BANK
2087,75668,ADB BANK
2082,72273,ADB BANK
2862,70424,ADB BANK
1999,69708,ADB BANK
10656,68536,ADB BANK
4079,67928,ADB BANK
3909,67735,ADB BANK
8957,66884,ADB BANK
1966,65767,ADB BANK
1200,64752,ADB BANK
861,62812,ADB BANK
5428,62007,ADB BANK
510,61651,ADB BANK
8051,61211,ADB BANK
3371,60191,ADB BANK
3277,59959,ADB BANK
3983,59267,ADB BANK
2585,59008,ADB BANK
2078,58866,ADB BANK
1285,58625,ADB BANK
3133,58117,ADB BANK
15,58066,ADB BANK
540,58055,ADB BANK
2576,57674,ADB BANK
1566,52893,ADB BANK
8934,52889,ADB BANK
5343,48188,ADB BANK
1123,47369,ADB BANK
433,44645,ADB BANK
790,43082,ADB BANK
10451,42217,ADB BANK
1052,41622,ADB BANK
3575,40493,ADB BANK
774,40423,ADB BANK
5387,40352,ADB BANK
368,40239,ADB BANK
7190,39042,ADB BANK
1412,38509,ADB BANK
3629,38486,ADB BANK
153,38428,ADB BANK
3863,36927,ADB BANK
1726,36599,ADB BANK
588,35720,ADB BANK
764,34894,ADB BANK
686,34582,ADB BANK
151,34425,ADB BANK
747,33763,ADB BANK
6281,33680,ADB BANK
5700,32948,ADB BANK
2736,32366,ADB BANK
7819,31936,ADB BANK
902,31923,ADB BANK
5369,31650,ADB BANK
389,31510,ADB BANK
1713,31428,ADB BANK
1617,30942,ADB BANK
2479,30872,ADB BANK
1671,30745,ADB BANK
207,30221,ADB BANK
2417,30171,ADB BANK
1972,29629,ADB BANK
4427,29541,ADB BANK
7133,29137,ADB BANK
2423,28484,ADB BANK
3775,28050,ADB BANK
965,27463,ADB BANK
559,27145,ADB BANK
1048,26959,ADB BANK
6051,26927,ADB BANK
2061,26817,ADB BANK
62,26506,ADB BANK
1018,26485,ADB BANK
2068,26435,ADB BANK
234,26375,ADB BANK
2029,26100,ADB BANK
2513,25917,ADB BANK
459,25400,ADB BANK
1493,25149,ADB BANK
1937,25041,ADB BANK
1773,24292,ADB BANK
887,23397,ADB BANK
7454,23383,ADB BANK
2566,22800,ADB BANK
3678,22365,ADB BANK
799,20300,ADB BANK
5228,142169,PPF Bank
5283,141462,PPF Bank
5270,124982,PPF Bank
4727,123789,PPF Bank
574,119338,PPF Bank
1404,118234,PPF Bank
1384,114021,PPF Bank
759,110409,PPF Bank
1297,108311,PPF Bank
472,108182,PPF Bank
255,101156,PPF Bank
1540,100837,PPF Bank
212,100179,PPF Bank
4086,98194,PPF Bank
7907,92037,PPF Bank
3752,90688,PPF Bank
25,89702,PPF Bank
4349,84959,PPF Bank
10663,82885,PPF Bank
7424,82852,PPF Bank
1273,81985,PPF Bank
3389,81936,PPF Bank
3804,81517,PPF Bank
314,77431,PPF Bank
